ID	positive	negative
AP024742.1-1845427-1845440-1845509-1845522	3.983105e-06	0.99999607
AP024742.1-1853919-1853933-1854127-1854141	1.6202576e-09	1.0
AP024742.1-1855382-1855396-1855464-1855478	7.0819453e-07	0.9999993
AP024742.1-1861404-1861419-1861619-1861634	2.2104301e-07	0.99999976
AP024742.1-1862557-1862569-1862609-1862621	0.9802012	0.019798767
AP024742.1-1863962-1863973-1864034-1864045	1.6848685e-06	0.99999833
AP024742.1-1871218-1871234-1871278-1871294	1.8426383e-05	0.9999815
AP024742.1-1874533-1874546-1874578-1874591	0.9992048	0.00079523085
AP024742.1-1879090-1879103-1879141-1879154	1.8374633e-06	0.9999982
AP024742.1-1882514-1882525-1882577-1882588	4.4174453e-06	0.9999956
AP024742.1-1884552-1884566-1884740-1884754	2.6480425e-06	0.9999974
AP024742.1-1884759-1884772-1884987-1885000	1.4483327e-05	0.9999856
AP024742.1-1886101-1886112-1886288-1886299	0.9754405	0.024559466
AP024742.1-1888899-1888914-1889131-1889146	4.016946e-07	0.99999964
AP024742.1-1892892-1892905-1893176-1893189	9.004624e-08	0.9999999
AP024742.1-1894116-1894127-1894226-1894237	7.660815e-06	0.9999924
AP024742.1-1900277-1900290-1900526-1900539	1.1505942e-10	1.0
AP024742.1-1905158-1905171-1905442-1905455	4.8633883e-08	1.0
AP024742.1-1910376-1910390-1910642-1910656	1.0060683e-06	0.99999905
AP024742.1-1911908-1911922-1911956-1911970	0.008124386	0.9918755
AP024742.1-1922640-1922653-1922793-1922806	1.698942e-07	0.9999999
AP024742.1-1923818-1923832-1924040-1924054	1.8473273e-06	0.9999982
AP024742.1-1924532-1924544-1924796-1924808	7.10111e-06	0.99999285
AP024742.1-1929654-1929668-1929753-1929767	7.808267e-08	0.9999999
AP024742.1-1930664-1930681-1930839-1930856	1.7916389e-06	0.9999982
AP024742.1-1931987-1931999-1932074-1932086	0.0004020914	0.99959797
AP024742.1-1932512-1932526-1932726-1932740	1.2987977e-05	0.999987
AP024742.1-1936905-1936916-1937060-1937071	0.00272797	0.9972721
AP024742.1-1938260-1938275-1938524-1938539	1.252268e-08	1.0
AP024742.1-1945075-1945088-1945353-1945366	1.2715206e-07	0.9999999
AP024742.1-1946187-1946198-1946349-1946360	1.8190156e-05	0.99998176
AP024742.1-1948660-1948674-1948781-1948795	3.2145238e-06	0.9999968
AP024742.1-1949434-1949447-1949572-1949585	4.8299516e-06	0.9999951
AP024742.1-1949951-1949964-1950055-1950068	3.420701e-05	0.9999658
AP024742.1-1950375-1950386-1950438-1950449	0.0017701724	0.9982298
AP024742.1-1958932-1958946-1959161-1959175	1.5927686e-05	0.999984
AP024742.1-1959670-1959684-1959922-1959936	1.3701661e-07	0.9999999
AP024742.1-1963675-1963688-1963830-1963843	3.8773273e-06	0.99999607
AP024742.1-1965609-1965623-1965702-1965716	3.585155e-05	0.9999641
AP024742.1-1966360-1966374-1966416-1966430	0.5643919	0.43560803
AP024742.1-1968616-1968630-1968662-1968676	0.41374478	0.5862552
AP024742.1-1969331-1969345-1969432-1969446	0.82156223	0.17843777
AP024742.1-1976700-1976714-1976837-1976851	0.00019169178	0.9998084
AP024742.1-1976837-1976853-1977106-1977122	3.2765448e-07	0.99999964
AP024742.1-1979853-1979867-1979944-1979958	0.00016884744	0.9998311
AP024742.1-1988513-1988526-1988779-1988792	7.722886e-10	1.0
AP024742.1-1988966-1988977-1989161-1989172	5.339482e-08	1.0
AP024742.1-1992457-1992470-1992662-1992675	2.072595e-08	1.0
AP024742.1-1995551-1995564-1995689-1995702	0.93445176	0.06554827
AP024742.1-2004223-2004237-2004314-2004328	0.00040215542	0.99959785
AP024742.1-2010376-2010390-2010593-2010607	7.613799e-08	0.9999999
AP024742.1-2013758-2013771-2013846-2013859	2.3482398e-05	0.9999765
AP024742.1-2018825-2018836-2018952-2018963	4.952967e-07	0.9999995
AP024742.1-2021899-2021912-2021951-2021964	0.32774347	0.6722565
AP024742.1-2024959-2024973-2025043-2025057	7.757965e-06	0.99999225
AP024742.1-2027041-2027054-2027253-2027266	1.010143e-07	0.9999999
AP024742.1-2028124-2028136-2028200-2028212	0.00012127597	0.99987876
AP024742.1-2035927-2035939-2036097-2036109	2.917756e-05	0.9999708
AP024742.1-2039077-2039088-2039216-2039227	0.62015647	0.3798435
AP024742.1-2039809-2039822-2040005-2040018	0.3009375	0.69906247
AP024742.1-2043861-2043875-2043959-2043973	2.7935717e-05	0.9999721
AP024742.1-2046604-2046615-2046755-2046766	0.6728117	0.32718828
AP024742.1-2052977-2052992-2053116-2053131	4.5126544e-06	0.99999547
AP024742.1-2053532-2053545-2053727-2053740	2.496035e-07	0.99999976
AP024742.1-2054860-2054873-2055071-2055084	0.43870148	0.56129855
AP024742.1-2061909-2061920-2062196-2062207	6.780367e-09	1.0
AP024742.1-2065237-2065248-2065431-2065442	5.4139828e-06	0.99999464
AP024742.1-2079781-2079793-2079901-2079913	1.8812403e-07	0.99999976
AP024742.1-2081786-2081799-2081970-2081983	6.5049655e-08	0.9999999
AP024742.1-2085725-2085737-2085774-2085786	0.62344944	0.37655053
AP024742.1-2093702-2093716-2093863-2093877	0.00031139326	0.9996886
AP024742.1-2108731-2108744-2108970-2108983	2.2947306e-06	0.99999774
AP024742.1-2109159-2109172-2109307-2109320	2.793276e-05	0.9999721
AP024742.1-2111319-2111332-2111553-2111566	6.332005e-07	0.9999994
AP024742.1-2115541-2115556-2115656-2115671	1.5027702e-08	1.0
AP024742.1-2119124-2119135-2119404-2119415	1.0285095e-07	0.9999999
AP024742.1-2121867-2121878-2121921-2121932	1.085024e-05	0.99998915
AP024742.1-2123398-2123409-2123460-2123471	1.2131273e-05	0.99998784
AP024742.1-2129677-2129688-2129893-2129904	7.938403e-08	0.9999999
AP024742.1-2130956-2130969-2131236-2131249	3.266439e-08	1.0
AP024742.1-2133273-2133287-2133406-2133420	0.99977916	0.00022085238
AP024742.1-2133665-2133677-2133739-2133751	0.0004986633	0.99950135
AP024742.1-2134781-2134794-2135065-2135078	1.8325577e-08	1.0
AP024742.1-2136871-2136884-2136962-2136975	1.068185e-05	0.9999893
AP024742.1-2137740-2137751-2137897-2137908	0.5953856	0.40461442
AP024742.1-2141383-2141396-2141621-2141634	0.9842986	0.015701462
AP024742.1-2143375-2143388-2143425-2143438	0.2487873	0.7512128
AP024742.1-2162022-2162035-2162172-2162185	4.4765747e-07	0.9999995
AP024742.1-2164945-2164962-2165008-2165025	0.0001315679	0.9998684
AP024742.1-2171906-2171918-2172074-2172086	4.997349e-07	0.9999995
AP024742.1-2174362-2174375-2174622-2174635	5.5819727e-10	1.0
AP024742.1-2174821-2174832-2174941-2174952	0.96974427	0.030255692
AP024742.1-2185552-2185565-2185751-2185764	0.99325	0.006750013
AP024742.1-2188077-2188088-2188198-2188209	0.2823194	0.7176806
AP024742.1-2188853-2188867-2188917-2188931	0.9998192	0.00018084746
AP024742.1-2189528-2189541-2189606-2189619	0.002165829	0.99783415
AP024742.1-2190958-2190969-2191169-2191180	9.971043e-10	1.0
AP024742.1-2193464-2193477-2193565-2193578	0.98946035	0.010539664
AP024742.1-2196375-2196388-2196517-2196530	0.00474266	0.9952573
AP024742.1-2200837-2200848-2200990-2201001	7.9736856e-05	0.99992025
AP024742.1-2204382-2204393-2204650-2204661	2.746497e-06	0.99999726
AP024742.1-2218857-2218869-2218945-2218957	0.4951988	0.5048012
AP024742.1-2228858-2228869-2229009-2229020	0.0003692167	0.9996308
AP024742.1-2230495-2230507-2230625-2230637	3.1930978e-07	0.99999964
AP024742.1-2237765-2237779-2238008-2238022	1.3138363e-07	0.9999999
AP024742.1-2240155-2240170-2240301-2240316	1.327489e-07	0.9999999
AP024742.1-2240528-2240542-2240617-2240631	6.3626345e-08	0.9999999
AP024742.1-2242835-2242848-2242908-2242921	5.509926e-05	0.9999449
AP024742.1-2250253-2250266-2250469-2250482	4.4391144e-09	1.0
AP024742.1-2255197-2255210-2255345-2255358	0.0010900674	0.99890995
AP024742.1-2255473-2255485-2255663-2255675	1.0210658e-06	0.9999989
AP024742.1-2263148-2263163-2263341-2263356	1.9237449e-08	1.0
AP024742.1-2264616-2264627-2264693-2264704	0.48127538	0.5187246
AP024742.1-2266898-2266910-2267057-2267069	6.1541516e-07	0.9999994
AP024742.1-2268569-2268582-2268649-2268662	0.64675593	0.3532441
AP024742.1-2271512-2271526-2271571-2271585	0.00012669644	0.9998733
AP024742.1-2277096-2277107-2277150-2277161	3.7403865e-07	0.99999964
AP024742.1-2283182-2283196-2283433-2283447	8.02204e-07	0.99999917
AP024742.1-2285527-2285540-2285634-2285647	0.438088	0.561912
AP024742.1-2287303-2287314-2287359-2287370	0.2806345	0.71936554
AP024742.1-2287406-2287419-2287679-2287692	1.5187815e-10	1.0
AP024742.1-2295452-2295465-2295734-2295747	2.6452332e-07	0.99999976
AP024742.1-2298284-2298298-2298546-2298560	4.3423904e-09	1.0
AP024742.1-2299524-2299543-2299682-2299701	0.4497472	0.5502528
AP024742.1-2301374-2301387-2301477-2301490	2.011809e-06	0.999998
AP024742.1-2311892-2311906-2312108-2312122	3.1393003e-07	0.99999964
AP024742.1-2314512-2314525-2314666-2314679	4.230534e-07	0.9999995
AP024742.1-2318299-2318312-2318525-2318538	2.0425014e-07	0.99999976
AP024742.1-2319482-2319497-2319684-2319699	8.007364e-09	1.0
AP024742.1-2320613-2320628-2320709-2320724	0.09107694	0.90892303
AP024742.1-2330675-2330689-2330815-2330829	0.99379265	0.006207287
AP024742.1-2330858-2330871-2330967-2330980	1.1092659e-06	0.9999989
AP024742.1-2331934-2331947-2332217-2332230	1.3333222e-08	1.0
AP024742.1-2340593-2340606-2340691-2340704	9.0288195e-06	0.99999094
AP024742.1-2373431-2373450-2373488-2373507	7.0656124e-06	0.99999297
AP024742.1-2373655-2373668-2373883-2373896	0.9977519	0.0022480665
AP024742.1-2376531-2376545-2376592-2376606	7.2456355e-06	0.9999927
AP024742.1-2376687-2376698-2376863-2376874	1.9940913e-07	0.99999976
AP024742.1-2378060-2378073-2378162-2378175	2.2933529e-08	1.0
AP024742.1-2379493-2379508-2379604-2379619	2.1752449e-08	1.0
AP024742.1-2383331-2383342-2383419-2383430	1.9024274e-05	0.9999809
AP024742.1-2384264-2384278-2384427-2384441	0.5657591	0.43424085
AP024742.1-2391766-2391779-2391905-2391918	4.6981978e-07	0.9999995
AP024742.1-2392300-2392313-2392461-2392474	2.3441274e-08	1.0
AP024742.1-2392991-2393005-2393148-2393162	1.4858935e-07	0.9999999
AP024742.1-2394139-2394152-2394191-2394204	1.8159477e-05	0.9999819
AP024742.1-2399871-2399885-2400127-2400141	6.613138e-09	1.0
AP024742.1-2404657-2404670-2404784-2404797	0.44753677	0.5524633
AP024742.1-2409901-2409913-2410016-2410028	8.7398924e-08	0.9999999
AP024742.1-2416798-2416812-2417026-2417040	0.6086627	0.39133728
AP024742.1-2420628-2420639-2420817-2420828	9.8039095e-08	0.9999999
AP024742.1-2422436-2422450-2422712-2422726	5.1433323e-11	1.0
AP024742.1-2423434-2423447-2423544-2423557	0.6512347	0.3487653
AP024742.1-2428033-2428048-2428082-2428097	0.9935916	0.0064084255
AP024742.1-2432234-2432245-2432425-2432436	5.2604827e-07	0.9999995
AP024742.1-2439811-2439824-2440058-2440071	3.7021866e-07	0.99999964
AP024742.1-2440633-2440645-2440693-2440705	0.92018926	0.0798108
AP024742.1-2441911-2441924-2442122-2442135	2.4037143e-07	0.99999976
AP024742.1-2442293-2442305-2442353-2442365	0.6039085	0.39609155
AP024742.1-2445051-2445064-2445111-2445124	0.042705774	0.9572943
AP024742.1-2448127-2448138-2448192-2448203	0.33224025	0.6677597
AP024742.1-2450897-2450910-2451013-2451026	5.820508e-06	0.99999416
AP024742.1-2453193-2453204-2453438-2453449	1.528514e-10	1.0
AP024742.1-2464545-2464558-2464774-2464787	5.0848634e-08	1.0
AP024742.1-2470607-2470620-2470662-2470675	0.000811061	0.99918896
AP024742.1-2472387-2472402-2472614-2472629	3.2876233e-06	0.99999666
AP024742.1-2472642-2472653-2472747-2472758	1.9601728e-06	0.9999981
AP024742.1-2476914-2476927-2477188-2477201	1.921888e-05	0.9999808
AP024742.1-2478019-2478032-2478143-2478156	3.6476408e-07	0.99999964
AP024742.1-2485054-2485068-2485220-2485234	5.7602865e-09	1.0
AP024742.1-2486294-2486308-2486355-2486369	0.34301904	0.65698093
AP024742.1-2486672-2486683-2486795-2486806	0.63793886	0.36206114
AP024742.1-2489518-2489530-2489767-2489779	2.9639766e-09	1.0
AP024742.1-2490690-2490703-2490974-2490987	0.9999938	6.160691e-06
AP024742.1-2492381-2492396-2492459-2492474	0.34766522	0.6523348
AP024742.1-2498738-2498754-2498804-2498820	5.5909067e-07	0.9999994
AP024742.1-2509315-2509329-2509465-2509479	0.999635	0.0003649966
AP024742.1-2515642-2515653-2515702-2515713	0.6719652	0.32803482
AP024742.1-2515865-2515878-2515972-2515985	8.590028e-08	0.9999999
AP024742.1-2516194-2516207-2516478-2516491	6.6572615e-11	1.0
AP024742.1-2517355-2517366-2517397-2517408	2.1847767e-05	0.9999782
AP024742.1-2518269-2518284-2518358-2518373	8.573936e-05	0.9999143
AP024742.1-2529225-2529236-2529307-2529318	3.2023154e-06	0.9999968
AP024742.1-2530661-2530674-2530858-2530871	5.157004e-08	1.0
AP024742.1-2531321-2531333-2531389-2531401	0.00073288777	0.99926716
AP024742.1-2531587-2531601-2531647-2531661	0.01549998	0.98450005
AP024742.1-2531854-2531866-2531939-2531951	4.9034584e-06	0.9999951
AP024742.1-2532161-2532176-2532360-2532375	1.2319887e-07	0.9999999
AP024742.1-2539972-2539985-2540119-2540132	4.30104e-06	0.9999957
AP024742.1-2541925-2541938-2542083-2542096	1.1672179e-05	0.9999883
AP024742.1-2544964-2544978-2545174-2545188	1.0802408e-09	1.0
AP024742.1-2551538-2551551-2551818-2551831	0.97156185	0.028438168
AP024742.1-2552472-2552491-2552610-2552629	2.460827e-07	0.99999976
AP024742.1-2556182-2556194-2556387-2556399	8.767257e-08	0.9999999
AP024742.1-2556719-2556732-2556780-2556793	5.303317e-06	0.99999475
AP024742.1-2565218-2565233-2565273-2565288	0.000186265	0.99981374
AP024742.1-2565551-2565563-2565834-2565846	9.650687e-07	0.99999905
AP024742.1-2565869-2565880-2566120-2566131	1.864597e-07	0.99999976
AP024742.1-2567477-2567488-2567674-2567685	2.7675685e-06	0.99999726
AP024742.1-2571657-2571668-2571877-2571888	0.00024025176	0.99975973
AP024742.1-2572069-2572082-2572193-2572206	5.052756e-08	1.0
AP024742.1-2573397-2573410-2573486-2573499	0.9872218	0.012778206
AP024742.1-2589928-2589942-2589991-2590005	0.0006637802	0.9993362
AP024742.1-2592178-2592189-2592227-2592238	1.8379475e-05	0.99998164
AP024742.1-2595931-2595945-2596031-2596045	0.0020493679	0.9979506
AP024742.1-2601790-2601803-2601960-2601973	8.8734794e-08	0.9999999
AP024742.1-2614867-2614880-2615077-2615090	9.167583e-07	0.99999905
AP024742.1-2615225-2615239-2615275-2615289	0.66252935	0.33747065
AP024742.1-2629628-2629642-2629735-2629749	3.339074e-06	0.99999666
AP024742.1-2632797-2632810-2633013-2633026	4.6546837e-08	1.0
AP024742.1-2635281-2635294-2635514-2635527	1.5246117e-07	0.9999999
AP024742.1-2636829-2636842-2637039-2637052	4.4222293e-06	0.9999956
AP024742.1-2637334-2637345-2637529-2637540	7.780939e-09	1.0
AP024742.1-2648198-2648212-2648406-2648420	1.2661097e-06	0.9999987
AP024742.1-2654247-2654261-2654383-2654397	2.5406039e-06	0.9999975
AP024742.1-2655952-2655965-2656042-2656055	0.0025970445	0.99740297
AP024742.1-2664124-2664137-2664201-2664214	0.32078737	0.6792126
AP024742.1-2664872-2664885-2665013-2665026	6.5795816e-06	0.99999344
AP024742.1-2665285-2665296-2665422-2665433	1.622484e-06	0.99999833
AP024742.1-2674093-2674109-2674248-2674264	0.99839276	0.0016072218
AP024742.1-2675490-2675502-2675751-2675763	1.32523175e-08	1.0
AP024742.1-2683281-2683294-2683461-2683474	0.6533095	0.34669045
AP024742.1-2683558-2683571-2683714-2683727	1.7463476e-06	0.9999982
AP024742.1-2693412-2693423-2693603-2693614	0.01240169	0.98759836
AP024742.1-2696424-2696437-2696683-2696696	4.7172384e-07	0.9999995
AP024742.1-2708318-2708331-2708581-2708594	0.00038332338	0.9996166
AP024742.1-2713447-2713458-2713560-2713571	0.0001328799	0.9998671
AP024742.1-2717289-2717300-2717488-2717499	6.524711e-07	0.9999994
AP024742.1-2720149-2720162-2720366-2720379	5.6593548e-09	1.0
AP024742.1-2725221-2725233-2725442-2725454	0.98305327	0.016946666
AP024742.1-2739568-2739580-2739826-2739838	0.0003616969	0.9996383
AP024742.1-2745425-2745436-2745491-2745502	2.7437289e-05	0.9999726
AP024742.1-2745805-2745817-2746045-2746057	0.4010257	0.5989742
AP024742.1-2746207-2746222-2746337-2746352	0.00013055438	0.99986947
AP024742.1-2750813-2750824-2750861-2750872	0.41374767	0.5862524
AP024742.1-2751295-2751307-2751372-2751384	3.7458233e-06	0.9999963
AP024742.1-2761293-2761306-2761567-2761580	1.2467696e-06	0.9999988
AP024742.1-2762042-2762055-2762187-2762200	8.594418e-07	0.99999917
AP024742.1-2762206-2762219-2762285-2762298	5.959862e-05	0.9999404
AP024742.1-2762804-2762818-2763082-2763096	0.5056697	0.49433038
AP024742.1-2763150-2763161-2763344-2763355	3.0020757e-08	1.0
AP024742.1-2766029-2766040-2766289-2766300	1.4967e-05	0.999985
AP024742.1-2774903-2774914-2774961-2774972	2.2983262e-05	0.999977
AP024742.1-2775716-2775727-2775917-2775928	0.9898427	0.010157324
AP024742.1-2777025-2777040-2777116-2777131	6.7768306e-05	0.99993217
AP024742.1-2785856-2785867-2785961-2785972	0.99985206	0.00014791601
AP024742.1-2786751-2786764-2786798-2786811	0.5915471	0.4084529
AP024742.1-2791595-2791606-2791833-2791844	1.4804225e-07	0.9999999
AP024742.1-2794350-2794362-2794588-2794600	0.98435867	0.015641373
AP024742.1-2798737-2798752-2798941-2798956	0.32693392	0.6730661
AP024742.1-2801533-2801544-2801627-2801638	0.00013355746	0.99986637
AP024742.1-2804851-2804862-2805101-2805112	3.5901095e-08	1.0
AP024742.1-2815277-2815290-2815474-2815487	1.8926285e-05	0.99998105
AP024742.1-2815795-2815806-2815841-2815852	0.38971904	0.61028093
AP024742.1-2817716-2817727-2817831-2817842	0.52311	0.47689
AP024742.1-2818862-2818875-2818973-2818986	0.002735028	0.997265
AP024742.1-2819303-2819314-2819501-2819512	0.00026381467	0.99973613
AP024742.1-2820462-2820474-2820636-2820648	3.243173e-06	0.9999968
AP024742.1-2822480-2822493-2822585-2822598	4.294433e-06	0.9999957
AP024742.1-2828673-2828689-2828829-2828845	2.7018231e-08	1.0
AP024742.1-2835943-2835954-2836206-2836217	1.1313772e-06	0.9999989
AP024742.1-2849049-2849062-2849143-2849156	0.50468993	0.49531004
AP024742.1-2857402-2857413-2857470-2857481	0.5745312	0.42546883
AP024743.1-3850-3861-4029-4040	0.038211677	0.9617883
AP024743.1-4145-4166-4223-4244	0.04722791	0.95277214
AP024743.1-9913-9925-10055-10067	0.0012562734	0.9987437
AP024743.1-11228-11239-11317-11328	3.8866046e-06	0.99999607
AP024743.1-18759-18772-18842-18855	2.9805665e-07	0.99999964
AP024743.1-19403-19418-19482-19497	0.8057836	0.19421637
AP024743.1-21784-21797-21999-22012	1.5880023e-11	1.0
AP024744.1-2-18-113-129	0.9945253	0.0054746666
AP024744.1-2154-2165-2232-2243	0.001000973	0.99899906
AP024744.1-3438-3452-3588-3602	0.0011690503	0.998831
AP024744.1-10474-10486-10612-10624	0.002388518	0.9976115
AP024744.1-12854-12865-13005-13016	0.98652595	0.013473965
AP024744.1-14410-14423-14574-14587	6.6627456e-07	0.9999993
